year,caseid,birthyr,gender4,sexuality,race,educ,comptype,votereg,inputstate,region,361,cit1,immstat,urbancity,ideo5,child18,employ,investor,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,marstat,union,unionhh,ownhome,newsint,faminc_new,milstat_1,milstat_2,milstat_3,milstat_4,healthins_1,healthins_2,healthins_3,healthins_4,healthins_5,healthins_6
24,1237400389,3,1,1,1,3,1,1,48,3,6.0,1.0,4,2,4,2,1.0,2.0,2,4,6.0,7,11,2,3,3,1,1,14,2,2,2,2,1,2,2,2,2,2
24,1240376019,3,2,1,1,4,3,2,27,2,6.0,1.0,5,1,6,2,1.0,2.0,2,2,5.0,6,11,1,3,3,2,4,10,2,2,2,2,1,2,2,2,2,2
24,1236583587,2,2,1,1,2,1,1,17,2,6.0,1.0,5,4,3,2,7.0,2.0,2,4,6.0,7,11,1,3,3,1,1,3,2,2,2,2,2,1,2,2,2,2
24,1255925853,3,1,1,4,6,3,1,13,3,5.0,1.0,3,1,3,1,2.0,1.0,2,3,5.0,5,2,1,2,3,1,1,12,2,2,2,2,1,1,2,2,2,2
24,1235513073,3,1,1,6,3,3,1,53,4,5.0,1.0,4,2,5,2,6.0,2.0,2,2,2.0,3,2,5,3,1,3,1,13,2,1,2,1,2,1,2,2,2,2
24,1239579503,2,2,1,2,1,1,2,6,4,6.0,1.0,5,1,3,2,5.0,2.0,2,1,5.0,1,11,3,3,3,2,2,4,2,2,2,2,2,1,2,2,2,2
24,1239657517,2,1,1,7,2,2,1,12,3,6.0,1.0,4,2,3,2,9.0,1.0,2,4,6.0,5,4,1,2,2,1,1,15,2,1,2,1,1,2,2,2,2,2
24,1242287461,3,1,1,1,3,1,1,33,1,5.0,1.0,5,4,3,2,1.0,1.0,2,4,6.0,7,9,5,3,3,1,1,9,2,2,2,2,1,2,2,2,2,2
24,1240351539,3,1,1,1,5,3,1,36,1,6.0,1.0,4,1,4,1,1.0,2.0,2,1,2.0,1,2,1,3,3,1,1,9,2,2,2,2,2,2,2,1,2,2
24,1238128747,2,2,1,3,2,1,1,48,3,6.0,1.0,5,2,5,2,1.0,2.0,1,1,2.0,2,1,1,3,3,1,1,11,2,2,2,1,1,2,2,2,2,2
24,1237908399,3,2,1,1,2,1,1,13,3,6.0,1.0,5,4,3,2,6.0,2.0,2,2,5.0,1,1,1,3,2,1,2,5,2,2,2,1,1,1,2,2,2,2
24,1242524943,3,2,1,4,5,3,1,6,4,6.0,1.0,1,2,4,2,5.0,2.0,2,3,4.0,3,1,1,3,3,1,1,1,2,2,2,1,2,2,2,1,2,2
24,1235539349,4,1,1,1,5,3,1,1,3,6.0,1.0,5,4,5,2,1.0,1.0,1,1,2.0,1,1,5,3,3,1,1,5,2,2,2,1,2,2,2,1,2,2
24,1242478945,3,1,1,1,4,3,1,8,4,6.0,1.0,4,2,3,2,4.0,2.0,2,4,6.0,7,11,6,3,3,1,4,7,2,2,2,2,2,1,2,2,2,2
24,1232868115,1,1,1,7,2,3,1,4,4,5.0,1.0,5,2,5,2,5.0,2.0,1,1,6.0,1,12,1,2,3,2,2,3,2,2,1,1,2,1,2,2,2,2
24,1245613999,3,1,3,1,4,1,1,34,1,5.0,1.0,5,3,3,2,5.0,1.0,2,4,6.0,7,9,5,3,3,1,1,12,2,2,1,1,1,2,2,2,2,2
24,1238030691,2,2,1,1,4,1,1,27,2,5.0,1.0,5,1,4,2,1.0,1.0,2,2,5.0,2,2,1,1,1,2,3,5,2,2,2,1,1,2,2,2,2,2
24,1243059031,3,4,5,1,5,1,1,17,2,6.0,1.0,4,1,1,2,2.0,2.0,2,4,6.0,7,11,5,3,3,2,1,1,2,2,2,2,2,1,2,2,2,2
24,1238882805,2,1,1,1,2,3,1,25,1,6.0,1.0,4,1,3,2,5.0,2.0,2,3,6.0,7,11,1,3,3,1,2,1,2,2,2,1,2,1,2,2,2,2
24,1245450731,2,2,1,6,4,3,1,12,3,6.0,1.0,5,4,4,2,1.0,2.0,1,1,1.0,1,1,4,3,2,1,1,3,2,2,2,1,2,1,2,2,2,2
24,1238290603,3,1,1,3,5,1,1,48,3,5.0,1.0,3,4,3,1,1.0,1.0,1,2,4.0,3,1,1,2,2,1,1,12,2,2,1,2,1,2,2,2,2,2
24,1238164539,2,2,1,3,6,1,1,51,3,6.0,1.0,3,2,3,2,1.0,1.0,2,2,4.0,1,2,1,3,2,1,1,15,2,2,2,1,1,1,2,2,2,2
24,1242950153,3,1,1,1,5,3,1,37,3,4.0,1.0,5,4,4,2,5.0,1.0,2,2,3.0,6,2,1,3,3,1,1,16,2,2,2,1,2,2,2,1,2,2
24,1238295481,4,1,3,1,5,1,1,51,3,6.0,1.0,3,1,2,2,1.0,1.0,2,1,4.0,4,5,1,3,3,1,1,12,2,2,2,2,1,2,2,2,2,2
24,1232580337,3,2,1,3,6,1,1,53,4,6.0,1.0,4,4,3,2,1.0,1.0,2,1,2.0,1,2,5,1,3,1,1,12,2,2,2,2,1,2,2,2,2,2
24,1239707671,3,1,1,1,5,1,1,26,2,6.0,1.0,5,4,3,2,1.0,1.0,2,3,4.0,6,11,3,1,3,1,1,6,2,2,2,2,1,2,2,2,2,2
24,1240858255,3,1,1,1,4,3,1,42,1,6.0,1.0,5,2,4,2,1.0,1.0,2,2,4.0,1,2,3,3,3,1,1,10,2,2,2,1,2,2,2,1,2,2
24,1237952569,3,2,1,1,3,3,2,17,2,6.0,1.0,5,3,4,2,7.0,2.0,2,4,6.0,7,10,6,3,3,2,4,7,2,2,2,1,2,1,2,2,2,2
24,1237119609,4,1,1,1,5,1,1,47,3,6.0,1.0,5,2,3,2,1.0,1.0,2,4,6.0,7,11,5,3,3,1,2,12,2,2,2,1,1,2,2,2,2,2
24,1242523809,2,1,1,1,3,1,1,41,4,5.0,1.0,5,3,3,2,9.0,2.0,2,4,6.0,4,1,6,2,3,1,1,9,2,2,2,2,1,2,2,2,2,2
24,1236892697,2,2,1,1,2,2,1,5,3,6.0,1.0,5,4,5,2,7.0,2.0,1,1,5.0,1,1,1,3,3,1,1,4,2,2,2,1,2,1,2,2,2,2
24,1235176259,2,2,1,5,2,3,2,46,2,6.0,2.0,2,4,3,2,7.0,2.0,2,4,6.0,7,11,2,3,3,1,4,1,2,2,2,2,2,2,2,2,2,1
24,1237702933,1,2,1,1,2,2,1,38,2,6.0,1.0,4,3,4,2,5.0,2.0,2,1,1.0,2,2,4,3,3,3,2,3,2,2,2,2,2,1,2,2,2,2
24,1243991159,3,2,1,1,2,1,2,55,2,6.0,1.0,4,1,4,2,6.0,2.0,2,2,6.0,2,2,6,3,3,2,3,5,2,2,2,2,2,1,2,2,2,2
24,1235297507,2,1,1,1,5,1,1,17,2,6.0,1.0,1,2,4,2,1.0,1.0,2,4,5.0,7,9,1,3,1,1,1,10,2,2,2,2,1,2,2,2,2,2
24,1246295579,4,2,1,3,2,1,3,48,3,6.0,1.0,3,2,4,2,2.0,2.0,2,2,6.0,7,2,5,3,3,3,3,6,2,2,2,2,2,2,2,2,1,2
24,1237255649,3,1,1,4,5,2,1,6,4,6.0,1.0,3,2,3,2,1.0,1.0,2,1,5.0,7,11,3,3,3,1,2,97,2,2,2,2,1,2,2,2,2,2
24,1243230261,2,1,1,1,3,1,1,48,3,4.0,1.0,5,2,3,2,1.0,1.0,2,4,5.0,7,9,1,3,3,2,1,7,2,2,2,2,1,2,2,2,2,2
24,1237471363,1,2,1,1,2,2,1,1,3,3.0,1.0,4,5,5,2,5.0,2.0,2,1,2.0,1,12,4,3,3,2,1,97,2,2,2,1,2,1,2,2,2,2
24,1238854535,4,2,1,1,6,1,1,42,1,6.0,1.0,5,3,3,1,2.0,2.0,2,2,5.0,1,1,1,3,3,2,1,6,2,2,2,2,2,1,2,2,2,2
24,1244712057,1,2,1,1,2,3,1,20,2,6.0,1.0,5,3,5,2,5.0,2.0,1,1,2.0,1,1,4,3,3,1,2,4,2,2,2,1,1,2,2,2,2,2
24,1247692953,3,2,1,2,2,1,1,26,2,5.0,1.0,5,1,2,2,7.0,1.0,2,1,2.0,2,1,2,3,3,2,1,5,2,2,2,2,2,1,2,2,2,2
24,1235034419,2,1,1,5,3,3,1,29,2,6.0,1.0,5,4,5,2,1.0,1.0,1,1,4.0,1,1,1,3,3,1,1,6,2,2,2,1,1,2,2,2,2,2
24,1236752115,2,1,1,1,1,1,1,6,4,6.0,1.0,5,2,3,2,6.0,2.0,2,2,5.0,2,1,3,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2
24,1250193319,3,2,4,5,3,1,1,1,3,6.0,1.0,5,1,1,2,6.0,1.0,2,4,6.0,7,9,1,3,3,1,1,10,2,2,2,1,1,2,2,2,2,2
24,1236808507,3,2,1,1,2,1,2,55,2,5.0,1.0,1,4,6,2,6.0,2.0,2,2,6.0,1,2,1,1,3,2,4,4,2,2,2,1,2,2,2,1,2,2
24,1249716207,2,2,1,2,3,3,1,32,4,6.0,1.0,5,2,3,2,1.0,2.0,1,1,2.0,4,1,1,2,2,1,3,8,2,2,2,2,1,2,2,2,2,2
24,1232850639,1,1,1,3,5,3,1,12,3,5.0,1.0,1,1,3,2,5.0,2.0,2,3,5.0,6,2,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2
24,1247684587,4,2,1,3,2,1,1,48,3,5.0,1.0,5,2,3,1,8.0,2.0,2,4,6.0,3,11,1,3,3,1,2,7,2,1,2,2,1,2,2,2,2,2
24,1236826579,4,2,1,1,5,1,1,49,4,5.0,1.0,5,4,3,1,7.0,1.0,2,1,2.0,1,3,1,3,3,1,4,8,2,2,2,2,2,2,2,1,2,2
24,1238093993,2,2,1,2,3,1,1,51,3,6.0,1.0,5,1,4,2,1.0,2.0,2,1,6.0,1,12,5,2,3,2,2,4,2,2,2,1,1,2,2,2,2,2
24,1240305515,3,2,1,3,6,1,1,12,3,6.0,1.0,4,2,2,2,1.0,1.0,2,3,5.0,4,2,1,3,1,1,2,11,2,2,2,1,1,2,2,2,2,2
24,1237028781,3,2,1,1,5,3,1,32,4,5.0,1.0,5,2,3,2,2.0,1.0,2,4,6.0,7,11,5,3,2,2,2,6,2,2,2,1,2,2,2,1,2,2
24,1242895613,2,2,1,1,2,3,1,41,4,6.0,1.0,5,2,2,2,2.0,1.0,2,3,6.0,7,10,1,3,2,1,1,97,2,2,2,1,2,1,2,2,2,2
24,1236090989,2,2,1,5,2,1,1,12,3,6.0,1.0,5,2,5,2,5.0,2.0,1,1,4.0,1,1,4,3,2,1,1,3,2,2,2,1,2,1,2,2,2,2
24,1238396373,2,2,1,2,1,1,1,12,3,2.0,1.0,5,3,3,2,5.0,2.0,2,1,5.0,1,1,4,3,3,2,3,3,2,2,2,2,2,1,2,2,2,2
24,1237702989,3,1,3,3,3,1,1,48,3,6.0,1.0,4,2,1,2,1.0,1.0,2,4,6.0,7,11,6,3,2,1,1,12,2,2,2,2,1,2,2,2,2,2
24,1243600667,2,2,1,1,2,2,1,33,1,6.0,1.0,4,4,2,2,1.0,2.0,2,3,6.0,6,12,1,3,3,1,2,9,2,2,2,2,1,2,2,2,2,2
24,1238199581,3,1,6,3,5,1,1,4,4,6.0,1.0,4,4,5,2,6.0,1.0,1,1,2.0,1,1,1,3,4,1,1,7,2,1,1,1,1,2,2,2,2,2
24,1240294787,4,1,1,1,5,3,1,39,2,4.0,1.0,5,2,3,2,1.0,1.0,2,4,6.0,7,10,3,3,3,2,2,8,2,2,2,2,1,2,2,2,2,2
24,1237124079,2,1,1,1,2,1,1,39,2,2.0,1.0,5,3,2,2,5.0,1.0,2,4,6.0,7,11,3,2,3,2,1,7,2,2,1,1,2,1,2,2,2,2
24,1236890797,4,1,1,1,6,3,1,17,2,6.0,1.0,3,3,3,1,9.0,2.0,1,2,6.0,1,12,1,3,3,1,1,97,2,2,2,2,2,1,2,2,2,2
24,1242719089,2,2,1,3,2,3,1,48,3,6.0,1.0,4,4,1,2,7.0,2.0,2,2,5.0,3,2,1,3,3,1,1,6,2,2,2,1,2,1,2,2,2,2
24,1247103141,3,2,1,2,4,3,1,27,2,6.0,1.0,5,1,1,2,1.0,1.0,2,4,6.0,7,10,3,2,3,1,1,7,2,1,2,1,1,2,2,2,2,2
24,1242952275,2,1,1,2,6,3,1,12,3,6.0,1.0,1,2,2,2,1.0,1.0,1,1,4.0,1,2,1,3,3,1,1,12,2,2,2,2,1,2,2,2,2,2
24,1234959087,3,1,3,1,3,1,1,12,3,6.0,1.0,5,2,2,2,1.0,2.0,2,1,1.0,1,12,6,2,4,2,1,3,2,2,2,1,1,2,2,2,2,2
24,1238990413,3,1,1,4,4,3,1,36,1,6.0,1.0,1,1,2,2,1.0,1.0,2,4,6.0,7,10,5,1,3,2,3,5,2,2,2,2,2,2,2,2,2,1
24,1237121047,2,2,1,1,6,3,1,17,2,6.0,1.0,4,2,1,1,1.0,1.0,2,2,4.0,2,5,1,1,1,1,1,8,2,2,2,1,1,2,2,2,2,2
24,1237066739,3,2,1,1,2,3,1,25,1,2.0,1.0,5,4,2,1,7.0,2.0,2,4,6.0,6,11,1,3,3,1,2,9,2,2,2,2,1,2,2,2,2,2
24,1235594473,1,2,1,1,2,3,1,18,2,6.0,1.0,5,2,5,2,5.0,2.0,1,1,2.0,1,1,4,2,2,1,2,4,2,2,2,1,2,1,2,2,2,2
24,1239451499,3,2,1,2,6,1,1,42,1,6.0,1.0,5,1,3,2,1.0,2.0,2,1,5.0,2,1,1,3,1,1,1,11,2,2,2,1,1,2,2,2,2,2
24,1236831415,3,2,1,1,5,1,1,9,1,3.0,1.0,3,3,3,1,1.0,1.0,2,1,3.0,1,2,1,3,3,1,1,13,2,2,2,2,1,2,2,2,2,2
24,1236679031,2,2,1,3,3,2,1,48,3,4.0,1.0,3,3,4,2,5.0,1.0,2,1,2.0,1,2,1,2,3,1,3,7,2,2,2,1,2,1,2,2,2,2
24,1238624823,2,2,1,3,3,2,1,6,4,6.0,1.0,4,2,3,2,5.0,2.0,1,1,6.0,1,1,1,2,2,2,2,6,2,2,2,1,2,1,2,2,2,2
24,1236783721,1,1,1,1,2,3,1,31,2,6.0,1.0,5,1,3,2,5.0,2.0,2,4,6.0,5,10,4,2,3,1,1,5,2,2,1,2,2,1,2,2,2,2
24,1244489817,4,1,1,1,5,3,1,11,3,4.0,1.0,4,1,1,1,1.0,1.0,2,4,6.0,7,9,1,3,3,1,1,16,2,2,2,2,1,2,2,2,2,2
24,1237705489,2,2,1,2,6,3,2,1,3,6.0,1.0,5,1,2,2,6.0,2.0,2,4,6.0,7,10,5,2,3,1,1,9,2,2,2,1,2,2,2,2,2,1
24,1241893853,3,1,1,2,2,1,1,13,3,6.0,1.0,5,1,3,2,6.0,2.0,1,1,1.0,1,1,5,3,3,2,2,97,2,2,2,2,2,1,2,2,2,2
24,1239773849,2,2,1,3,2,3,1,37,3,6.0,1.0,5,2,3,2,5.0,2.0,1,1,2.0,3,1,1,3,3,1,1,5,2,1,2,2,2,1,2,2,2,2
24,1239044959,4,2,1,6,6,3,1,18,2,6.0,1.0,5,2,1,1,1.0,1.0,2,2,4.0,3,1,1,3,2,1,1,12,2,2,2,2,1,2,2,2,2,2
24,1234958375,3,1,3,1,3,3,1,51,3,5.0,1.0,3,2,3,2,1.0,1.0,2,2,5.0,2,1,5,3,3,1,1,11,2,2,2,2,1,2,2,2,2,2
24,1244309345,2,2,1,1,2,3,1,37,3,6.0,1.0,5,1,5,2,1.0,2.0,1,1,5.0,1,1,1,3,3,2,1,7,2,2,2,2,2,1,2,2,2,2
24,1239365679,3,1,1,1,6,3,1,34,1,6.0,1.0,1,2,3,2,1.0,2.0,2,2,5.0,6,2,2,2,1,1,1,14,2,2,2,2,1,2,2,2,2,2
24,1237806695,2,2,1,1,2,1,1,39,2,6.0,1.0,5,1,5,2,5.0,2.0,1,1,6.0,1,2,3,3,3,2,1,2,2,1,2,1,2,1,2,2,2,2
24,1239161413,2,1,1,7,2,1,1,53,4,6.0,1.0,5,4,4,2,5.0,1.0,2,2,5.0,8,11,1,3,3,1,2,97,2,2,2,1,1,1,2,2,2,2
24,1240459851,4,1,1,2,3,1,1,1,3,5.0,1.0,5,4,4,2,1.0,1.0,1,1,2.0,1,1,1,3,3,2,2,8,2,2,1,2,2,2,2,1,2,2
24,1236419815,3,2,1,1,2,1,1,18,2,6.0,1.0,4,2,4,2,1.0,2.0,2,3,6.0,7,12,4,3,3,1,2,5,2,2,2,1,1,2,2,2,2,2
24,1236787049,2,1,1,7,2,3,1,13,3,6.0,1.0,5,4,4,2,5.0,2.0,2,3,6.0,3,10,6,3,3,2,1,5,2,2,2,1,2,2,2,2,2,1
24,1237242355,5,1,5,1,5,3,1,25,1,3.0,1.0,5,1,3,2,1.0,1.0,2,1,1.0,1,2,5,1,3,2,1,8,2,2,2,1,1,2,2,2,2,2
24,1242911597,4,2,1,1,3,3,1,17,2,6.0,1.0,4,2,2,2,1.0,2.0,2,3,6.0,5,2,5,3,2,1,2,9,2,2,2,2,2,1,2,2,2,2
24,1239429475,3,1,1,3,1,1,1,36,1,6.0,1.0,1,1,3,2,1.0,2.0,1,1,3.0,2,2,3,3,3,2,2,5,2,2,2,2,2,2,2,2,2,1
24,1236892159,2,2,1,1,2,1,1,18,2,6.0,1.0,4,4,3,2,5.0,2.0,2,2,6.0,1,11,3,3,3,1,3,2,2,2,2,1,2,1,2,2,2,2
24,1239905621,3,1,1,1,3,1,1,4,4,6.0,1.0,4,1,1,2,1.0,2.0,2,4,6.0,7,9,5,3,3,2,1,10,2,2,2,1,1,2,2,2,2,2
24,1237030789,2,2,1,1,2,1,1,8,4,4.0,1.0,5,4,5,2,2.0,2.0,2,2,5.0,6,12,1,3,3,2,1,4,2,2,1,2,2,1,2,2,2,2
24,1242586341,2,1,1,3,2,3,1,12,3,5.0,1.0,1,2,4,2,5.0,2.0,2,1,4.0,3,11,1,3,3,2,1,8,2,2,2,2,2,1,2,2,2,2
24,1232471335,3,1,1,6,5,3,1,18,2,6.0,1.0,3,2,2,2,1.0,1.0,2,2,5.0,2,1,1,2,3,1,1,14,2,2,2,2,1,2,2,2,2,2
24,1238968347,2,3,6,7,6,1,1,18,2,5.0,1.0,4,2,2,1,1.0,1.0,2,2,3.0,3,5,3,3,3,1,1,8,2,2,2,1,2,1,2,2,2,2
24,1247683859,2,2,6,6,5,1,1,41,4,6.0,1.0,5,2,1,2,7.0,1.0,2,4,6.0,7,9,1,3,3,1,1,4,2,2,2,1,2,2,2,1,2,2
24,1253394021,2,1,1,2,3,1,1,48,3,6.0,1.0,1,2,2,2,1.0,2.0,2,2,5.0,6,11,3,2,1,2,2,97,2,2,2,1,2,1,2,2,2,2
24,1239318937,2,2,1,1,2,1,1,39,2,6.0,1.0,4,2,5,2,2.0,1.0,1,2,5.0,3,11,1,3,1,1,1,10,2,2,2,2,1,2,2,2,2,2
24,1251664675,2,2,1,2,3,3,1,25,1,6.0,1.0,5,2,2,2,2.0,2.0,2,3,5.0,1,11,3,2,4,2,1,97,2,2,2,1,2,1,2,2,2,2
24,1235722871,2,2,1,1,2,3,1,12,3,6.0,1.0,5,2,2,2,5.0,1.0,2,4,6.0,7,9,4,3,3,1,1,2,2,2,1,1,2,1,2,2,2,2
24,1238965505,4,2,1,2,6,3,1,45,3,6.0,1.0,5,1,2,2,1.0,2.0,2,1,3.0,5,1,1,3,3,1,1,97,2,2,2,2,1,2,2,2,2,2
24,1241313095,2,2,1,2,6,1,1,45,3,6.0,1.0,5,3,2,2,5.0,1.0,1,1,2.0,1,1,1,3,3,1,3,8,2,2,1,2,2,1,2,2,2,2
24,1247685477,2,2,1,2,4,2,1,48,3,5.0,1.0,5,2,1,2,6.0,2.0,1,1,3.0,1,12,6,3,3,2,1,3,2,2,2,1,2,1,2,2,2,2
24,1236390247,2,2,1,3,2,1,1,12,3,6.0,1.0,3,2,1,2,5.0,2.0,2,2,6.0,2,2,4,3,3,1,2,4,2,2,2,1,2,1,2,2,2,2
24,1257249377,3,1,1,1,6,1,1,27,2,5.0,1.0,4,2,3,2,1.0,1.0,2,4,6.0,6,11,6,3,3,1,2,10,2,2,2,1,1,2,2,2,2,2
24,1239736511,4,2,1,1,5,1,1,51,3,6.0,1.0,5,1,4,2,1.0,1.0,2,4,6.0,7,11,1,3,3,1,3,10,2,2,2,1,1,2,2,2,2,2
24,1237527829,2,2,1,1,2,1,1,25,1,6.0,1.0,5,3,4,2,7.0,2.0,2,3,6.0,7,2,1,3,3,1,1,13,2,2,2,2,1,2,2,2,2,2
24,1239251545,2,2,1,1,2,1,1,6,4,5.0,1.0,5,2,1,2,5.0,1.0,2,4,6.0,7,11,1,3,2,1,1,4,2,2,2,2,2,2,2,1,2,2
24,1238774257,4,1,1,1,5,1,1,36,1,6.0,1.0,5,2,4,1,1.0,2.0,2,4,6.0,7,2,6,2,2,1,2,12,2,2,2,1,1,2,2,2,2,2
24,1236692555,3,2,1,1,2,1,1,29,2,6.0,1.0,5,2,2,2,7.0,2.0,1,1,4.0,1,12,2,3,2,1,2,4,2,2,2,2,2,1,2,2,2,2
24,1238815479,2,2,1,3,2,3,3,6,4,6.0,1.0,4,4,1,2,7.0,2.0,2,3,6.0,7,12,1,3,1,2,4,6,2,2,2,1,1,2,2,2,2,2
24,1236920497,4,1,1,1,5,1,1,39,2,6.0,1.0,3,3,2,2,1.0,1.0,2,4,6.0,7,9,5,3,3,1,1,8,2,2,2,2,1,2,2,2,2,2
24,1244006275,2,2,1,1,2,3,1,48,3,6.0,1.0,5,2,3,2,2.0,2.0,1,1,5.0,3,12,1,3,3,1,2,9,2,2,2,2,2,2,2,1,2,2
24,1238396495,4,2,5,1,3,3,1,5,3,5.0,1.0,5,3,1,1,1.0,1.0,2,4,6.0,7,10,1,3,3,1,1,11,2,2,2,1,1,2,2,2,2,2
24,1236390263,2,1,1,1,2,1,1,25,1,6.0,1.0,4,3,4,2,1.0,1.0,2,3,6.0,6,2,1,2,3,1,1,11,2,2,2,1,1,2,2,2,2,2
24,1243096297,2,1,1,1,3,3,1,47,3,6.0,1.0,4,2,5,2,5.0,1.0,2,3,5.0,7,11,1,2,3,1,1,7,2,2,2,1,1,2,2,2,2,2
24,1237207393,4,1,1,4,5,3,1,51,3,6.0,1.0,3,2,1,2,4.0,1.0,2,3,6.0,7,10,5,3,3,2,1,15,2,2,2,2,1,2,2,2,2,2
24,1237225889,2,2,1,3,2,3,1,48,3,6.0,1.0,5,2,2,2,5.0,2.0,2,1,5.0,2,2,4,3,3,1,1,3,2,2,2,1,2,1,2,2,2,2
24,1236922069,4,1,1,4,6,3,1,6,4,3.0,1.0,1,2,3,2,1.0,1.0,2,1,4.0,2,7,5,2,3,1,2,9,2,2,2,2,1,2,2,2,2,2
24,1240351513,2,1,1,1,3,3,1,25,1,6.0,1.0,4,2,3,1,1.0,2.0,2,2,5.0,8,2,1,3,3,2,3,11,2,2,1,1,1,2,2,2,2,2
24,1238848723,4,2,4,1,4,1,1,26,2,6.0,1.0,5,2,1,2,4.0,2.0,2,2,4.0,2,1,5,3,3,3,1,9,2,2,2,2,2,1,2,2,2,2
24,1232777359,2,2,1,1,2,3,1,16,4,6.0,1.0,5,3,5,2,5.0,2.0,2,1,2.0,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2
24,1241094765,4,1,1,6,6,1,1,42,1,4.0,1.0,4,2,5,1,1.0,1.0,2,1,1.0,1,4,1,3,2,1,1,97,2,2,2,2,1,2,2,2,2,2
24,1242165477,4,2,4,1,3,1,1,6,4,6.0,1.0,5,2,3,1,1.0,1.0,1,1,4.0,3,1,5,2,1,2,2,13,2,2,2,2,2,1,2,2,2,2
24,1239454985,4,1,1,1,3,1,2,1,3,5.0,1.0,5,1,6,2,6.0,2.0,1,1,4.0,2,1,5,3,3,1,2,2,2,2,2,1,2,1,2,2,2,2
24,1255238061,3,1,1,1,2,3,1,17,2,6.0,1.0,5,2,2,2,7.0,2.0,2,2,2.0,2,2,5,3,3,1,1,97,2,2,2,1,2,1,2,2,2,2
24,1246776503,2,2,1,2,3,3,1,28,3,6.0,1.0,5,4,3,2,2.0,2.0,1,1,3.0,1,1,5,3,3,1,3,97,2,2,2,2,2,2,2,2,2,1
24,1246455887,3,1,1,2,4,3,1,51,3,6.0,1.0,5,1,3,2,1.0,2.0,1,1,5.0,1,1,1,3,3,1,2,8,2,2,2,2,1,2,2,2,2,2
24,1238255639,3,1,3,4,6,3,1,6,4,6.0,1.0,1,1,3,2,1.0,1.0,2,4,6.0,7,9,5,3,3,1,1,11,2,2,2,2,1,2,2,2,2,2
24,1236747651,3,2,6,3,5,1,1,36,1,6.0,1.0,5,2,3,1,1.0,1.0,2,1,2.0,2,2,1,1,1,1,2,97,2,2,2,2,1,2,2,2,2,2
24,1250679549,3,1,1,1,3,3,1,26,2,6.0,1.0,5,1,3,2,1.0,1.0,2,4,6.0,7,10,1,1,2,1,1,10,2,2,2,2,1,2,2,2,2,2
24,1244678211,3,1,1,7,4,3,1,38,2,6.0,1.0,5,2,5,2,1.0,2.0,1,1,4.0,3,1,5,3,3,2,1,5,2,2,2,1,1,2,2,2,2,2
24,1239494619,4,2,1,6,5,3,1,17,2,5.0,1.0,5,2,3,1,1.0,1.0,1,1,1.0,1,11,1,3,3,1,3,10,2,2,2,1,1,2,2,2,2,2
24,1238130849,4,2,1,1,4,1,1,37,3,6.0,1.0,5,4,3,1,9.0,1.0,1,2,3.0,1,1,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2
24,1242459285,2,2,1,7,3,3,1,21,3,2.0,1.0,5,4,4,2,5.0,2.0,2,1,5.0,1,5,1,3,3,1,2,3,2,2,2,1,2,1,2,2,2,2
24,1232673113,2,2,1,1,2,3,1,23,1,6.0,1.0,5,3,3,2,1.0,2.0,1,2,5.0,1,1,1,3,3,1,2,6,2,2,2,1,2,1,2,2,2,2
24,1247684981,2,2,1,2,6,3,1,42,1,6.0,1.0,5,1,2,2,5.0,1.0,1,1,1.0,1,12,3,1,3,1,1,3,2,2,2,2,2,1,2,2,2,2
24,1243809947,1,2,1,1,3,1,1,6,4,5.0,1.0,5,1,2,2,5.0,1.0,2,3,5.0,6,1,4,2,3,1,1,4,2,2,2,1,2,1,2,2,2,2
24,1235592431,2,1,1,1,2,1,2,1,3,6.0,1.0,5,1,4,2,1.0,1.0,2,4,6.0,7,11,1,2,3,2,1,5,2,1,2,1,1,2,2,2,2,2
24,1238678685,2,2,1,1,2,1,1,5,3,6.0,1.0,5,1,5,2,5.0,2.0,1,1,2.0,3,12,5,3,3,1,1,1,2,2,2,2,2,1,2,2,2,2
24,1237025593,2,2,1,6,3,3,1,54,3,6.0,1.0,5,4,6,2,5.0,2.0,2,1,5.0,1,1,1,3,3,1,1,4,2,2,2,1,1,2,2,2,2,2
24,1238335611,2,2,1,1,6,2,1,51,3,6.0,1.0,3,2,3,2,1.0,1.0,2,4,6.0,7,5,1,3,3,1,1,11,2,2,2,2,1,2,2,2,2,2
24,1238510593,4,2,4,1,6,3,1,47,3,6.0,1.0,5,2,1,2,1.0,1.0,2,4,5.0,6,11,1,1,3,1,1,9,2,2,2,2,1,2,2,2,2,2
24,1239285717,4,2,4,1,4,3,1,26,2,5.0,1.0,5,4,3,1,9.0,2.0,2,1,5.0,5,12,1,3,2,2,1,8,2,2,2,2,2,1,2,2,2,2
24,1247064795,2,2,1,2,2,3,1,45,3,6.0,1.0,5,4,3,2,5.0,2.0,1,1,2.0,1,1,1,3,3,1,1,3,2,2,2,2,2,1,2,2,2,2
24,1234281867,2,1,1,1,5,3,1,26,2,6.0,1.0,4,2,4,2,1.0,1.0,2,3,5.0,1,2,1,3,3,1,1,11,2,2,2,1,1,2,2,2,2,2
